SampleID,ShannonDiversity,SimpsonDiversity,UniqueOTUs,TotalOTUs,lat_lon,
LUCAS0200,3.654243612147418,18.339202541795125,10050,14681,52.15995 N 10.65759 E,
LUCAS0117,3.5814560697363187,19.898723892406558,7923,10046,42.39445 N 3.70348 W
LUCAS0193,3.1524117912219816,16.165494107900308,6954,10036,62.73292 N 26.95459 E
LUCAS0113,3.318053519173217,16.32631479743707,6686,8259,47.87262 N 2.01766 W
LUCAS0119,3.072823649204992,11.758980295286571,6832,8668,48.97085 N 21.95336 E
LUCAS0038,3.469960369073882,17.384085538546465,10798,15395,48.25367 N 15.75418 E
LUCAS0207,3.309178361761961,16.682191018578717,12592,15287,63.85059 N 23.33622 E
LUCAS0205,3.5867340368939327,18.335386250311032,14873,20279,57.03159 N 26.57462 E
LUCAS0118,3.4175407672308857,15.896286348858506,10592,14100,41.80755 N 3.44762 W
LUCAS0112,3.137424981526186,13.985671412455645,6149,7785,39.52255 N 0.64302 W
LUCAS0202,3.429310332269244,20.51035407783952,6094,7811,45.55821 N 6.60955 E
LUCAS0116,3.282808784916725,14.86300240058346,5806,7120,43.82642 N 4.52519 E
LUCAS0371,3.131885735526399,17.794492441421724,4197,6644,46.04957 N 11.69071 E
LUCAS0501,3.2387915204958166,14.045849186217225,6961,9526,39.54836 N 1.9827 W
LUCAS0502,3.5745095580794946,19.070789643476697,9779,13821,49.65072 N 2.27168 E
LUCAS0197,3.2509571501549703,15.535639090637007,7265,9767,44.57765 N 15.62305 E
LUCAS0003,3.633711827423988,18.87097217923452,14075,20371,42.11604 N 0.92369 W
LUCAS0198,3.504012874000556,20.33610762080919,8669,13121,42.28904 N 4.19673 W
LUCAS0115,3.501019590153545,18.958021004963925,14129,17253,49.86607 N 12.62914 E
LUCAS0209,3.0285633480067915,11.968791065827368,4752,5313,51.087 N 0.67982 E
LUCAS0021,3.3528580129167254,15.593146504109425,10097,14520,55.34173 N 9.44864 E
LUCAS0201,3.3704691282533266,16.66630556267798,6071,8456,44.04395 N 4.20469 E
LUCAS0194,3.312973327239228,19.67185028528068,6446,8751,60.85227 N 25.08019 E
LUCAS0206,2.95087458748111,13.724190367335913,9332,12501,63.45338 N 22.82726 E
LUCAS0114,3.299691425095164,16.222141720559048,8166,9924,42.88791 N 4.61609 W
