OTU	Lucas0207	Classification
Otu4056	1	No hits
Otu4057	4	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Vampyrellidae
Otu4054	3	Chloroplast;Eukaryota (Chloroplast);Archaeplastida (Chloroplast);Chloroplastida (Chloroplast);Charophyta (Chloroplast);Phragmoplastophyta (Chloroplast);Streptophyta (Chloroplast);Embryophyta (Chloroplast);Tracheophyta (Chloroplast);Spermatophyta (Chloroplast);Magnoliophyta (Chloroplast);Malpighiales (Chloroplast);Viola (Chloroplast);Viola bicolor (Chloroplast)
Otu4055	1	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Fungi;Zoopagomycota;Kickxellomycotina;Kickxellomycotina incertae sedis;Kickxellales;Kickxellaceae;Mycoemilia;Mycoemilia scoparia
Otu4052	1	Main genome;Eukaryota
Otu4053	1	No hits
Otu4050	1	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade 10
Otu4051	1	No hits
Otu9070	1	Main genome;Eukaryota;SAR;Stramenopiles;MAST-12;MAST-12C
Otu4058	1	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea;Spongospora
Otu4059	3	No hits
Otu4588	1	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Plectosphaerellaceae
Otu4589	1	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Cercozoa incertae sedis;Kraken
Otu4580	5	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Nucleariidae and Fonticula group;Nucleariidae;Nuclearia
Otu4581	3	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae
Otu4582	1	Main genome;Eukaryota;Amoebozoa;Protosteliida
Otu4583	4	Main genome;Eukaryota;Amoebozoa;Amoebozoa incertae sedis;Arboramoeba
Otu4584	1	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae
Otu4585	2	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Unknown Chytridiomycetes genus 4
Otu4586	1	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta
Otu4587	1	Main genome;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Acanthamoeba
Otu11497	1	Mitochondria;Bacteria (Mitochondrion);Proteobacteria (Mitochondrion);Alphaproteobacteria (Mitochondrion);Rickettsiales (Mitochondrion)
Otu11496	1	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales;Ochromonas
Otu11495	1	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula
Otu11494	1	Main genome;Eukaryota;Amoebozoa;Tubulinea;Arcellinida
Otu11493	2	Main genome;Eukaryota;Amoebozoa;Protosteliida
Otu11492	1	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida
Otu11491	1	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Fungi;Mucoromycota;Mortierellomycotina;Mortierellomycotina incertae sedis;Mortierellales;Unknown Mortierellales species 7
Otu11490	1	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Bodomorpha
Otu11499	1	Chloroplast;Eukaryota (Chloroplast);Archaeplastida (Chloroplast);Chloroplastida (Chloroplast);Chlorophyta (Chloroplast);Chlorophyceae (Chloroplast);Sphaeropleales (Chloroplast);Unknown Sphaeropleales (Chloroplast) family 3
Otu11498	1	Chloroplast;Eukaryota (Chloroplast);Archaeplastida (Chloroplast);Chloroplastida (Chloroplast);Chlorophyta (Chloroplast);Chlorophyceae (Chloroplast)
Otu5183	1	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa
Otu5182	2	No hits
Otu5181	1	Main genome;Eukaryota;Amoebozoa;Tubulinea;Euamoebida
Otu5180	4	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Corticiales;Corticiaceae;Hyphodontia
Otu5187	4	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa
Otu5186	8	No hits
Otu5185	1	Main genome;Eukaryota;Amoebozoa;Amoebozoa incertae sedis;Dictyamoeba
Otu5184	1	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Nucleariidae and Fonticula group;Nucleariidae;Nuclearia
Otu6560	2	No hits
Otu6561	4	Main genome;Eukaryota;Amoebozoa;Gracilipodida;Flamella;Flamella pleistocenica
Otu5189	7	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Fungi
Otu5188	1	Main genome;Eukaryota;Amoebozoa;Discosea;Flabellinia;Dactylopodida;Korotnevella;Korotnevella fousta
Otu6564	1	No hits
Otu6565	2	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Nucleariidae and Fonticula group;Nucleariidae;Unknown Nucleariidae order 4
Otu6566	1	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Heteromita
Otu6567	1	No hits
Otu4632	1	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ceratostomataceae;Sphaerodes;Sphaerodes mycoparasitica
Otu4633	1	Chloroplast;Eukaryota (Chloroplast);Archaeplastida (Chloroplast);Chloroplastida (Chloroplast);Charophyta (Chloroplast);Phragmoplastophyta (Chloroplast);Streptophyta (Chloroplast);Embryophyta (Chloroplast);Tracheophyta (Chloroplast);Unknown Tracheophyta (Chloroplast) species 41
Otu4630	2	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae
Otu4631	1	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa
Otu4636	19	Chloroplast;Eukaryota (Chloroplast);Archaeplastida (Chloroplast);Chloroplastida (Chloroplast);Charophyta (Chloroplast);Phragmoplastophyta (Chloroplast);Streptophyta (Chloroplast);Embryophyta (Chloroplast);Unknown Embryophyta (Chloroplast) genus 1
Otu4637	1	Main genome;Eukaryota;Amoebozoa;Tubulinea;Leptomyxida
Otu4634	1	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Cantharellales;Clavulinaceae;Clavulina
Otu4635	2	No hits
Otu4638	1	No hits
Otu4639	1	Main genome;Eukaryota;Opisthokonta;Nucletmycea;Fungi;LKM15
Otu11639	2	Main genome;Eukaryota;Opisthokonta;Holozoa;Ichthyosporea;Ichthyophonae;Pseudoperkinsidae;LKM51
Otu11638	2	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa
Otu11149	1	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Unknown Chromulinales family 16
